in:Span,in:Side height,in:Trust Type,in:Segments,in:Midspan deflection,in:Shape exponent,in:Krümmungsanteil,in:MaterialSwitch bottom,in:MaterialSwitch top,in:MaterialSwitch right_dia,in:MaterialSwitch left_dia,in:MaterialSwitch vertical,in:MaterialSwitch column,in:TIMBER Type Switch bottom,in:TIMBER Type Switch top,in:TIMBER Type Switch right dia,in:TIMBER Type Switch left dia,in:TIMBER Type Switch vertical,in:TIMBER Type Switch column,in:STEEL CrossSectionSwitch bottom,in:STEEL CrossSectionSwitch top,in:STEEL CrossSectionSwitch right Diagonal,in:STEEL CrossSectionSwitch left Diagonal,in:STEEL CrossSectionSwitch vertical,in:STEEL CrossSectionSwitch column,in:Diameter_bottom,in:Diameter_top,in:Diameter_r_diagonal,in:Diameter_l_diagonal,in:Diameter_vertical,in:Diameter_column,in:Number of bars_bottom,in:Number of bars_top,in:Number of bars_r_diagonal,in:Number of bars_l_diagonal,in:Number of bars_vertical,in:Number of bars_column,out:wlc_Minimise_CO2,out:imgFile,img
30,0,5,19,0.52,0.97,0.63,1,1,0,0,0,1,9,13,5,7,20,3,1,4,1,11,13,0,2,0,6,1,1,6,17,15,10,12,5,12,4.8691e+6,img_0100.png,img_0100_Front.png
30,4.0,3,19,1.06,1.53,0.41,1,0,0,0,0,0,18,18,9,6,12,7,0,9,8,10,10,8,5,3,3,2,6,5,6,9,3,16,9,3,273104.579785,img_0101.png,img_0101_Front.png
30,4.1,1,19,2.28,0.72,0.74,1,0,0,0,1,0,7,4,7,5,11,14,7,1,9,8,8,4,7,5,7,1,0,2,14,8,11,11,14,3,3.6279e+6,img_0102.png,img_0102_Front.png
30,2.5,5,22,3.23,1.54,0.27,1,0,1,0,0,0,11,24,17,18,19,23,12,4,10,1,7,11,1,8,5,2,8,4,6,5,12,7,2,13,484337.101443,img_0103.png,img_0103_Front.png
30,4.0,4,9,1.89,1.98,0.47,1,0,0,1,0,0,3,16,21,7,15,11,0,5,5,5,9,8,6,7,5,6,0,4,16,15,12,13,3,15,7.2851e+6,img_0104.png,img_0104_Front.png
30,3.1,5,22,3.76,1.30,0.14,0,0,0,1,0,0,13,5,16,9,6,5,6,3,10,10,3,2,4,0,4,7,6,2,18,8,1,16,9,10,281184.592358,img_0105.png,img_0105_Front.png
30,1.0,5,15,3.40,0.97,0.01,1,0,1,0,1,1,7,2,19,23,25,7,3,8,8,5,4,6,1,1,0,2,5,4,7,2,3,12,19,9,1.4397e+6,img_0106.png,img_0106_Front.png
30,1.5,2,21,3.12,2.08,0.5,0,0,1,0,0,1,16,17,7,5,3,16,8,3,7,11,5,6,7,6,0,4,1,7,4,14,4,12,7,12,1.5339e+6,img_0107.png,img_0107_Front.png
30,1.7,1,5,1.67,2.24,0.88,0,0,0,0,0,0,8,16,21,10,10,6,8,8,5,6,1,5,2,5,4,6,6,6,16,3,12,7,8,8,2550.259708,img_0108.png,img_0108_Front.png
30,0.7,5,4,2.92,2.13,0.57,1,0,1,1,0,1,14,16,7,5,3,14,7,11,4,11,1,9,8,4,0,2,1,5,11,15,7,0,8,12,2.0491e+6,img_0109.png,img_0109_Front.png
30,2.6,3,17,0.99,1.74,0.65,0,1,0,0,0,0,13,18,2,15,23,11,7,1,6,1,8,6,1,7,6,3,7,1,6,11,12,17,0,7,339745.518637,img_0110.png,img_0110_Front.png
30,1.9,4,10,3.29,1.31,0.87,0,0,0,0,0,0,20,18,10,4,9,14,10,2,6,2,9,2,6,4,5,2,6,5,10,17,8,9,4,7,1635.812753,img_0111.png,img_0111_Front.png
30,3.7,2,27,2.91,1.75,0.01,1,0,0,0,0,1,20,13,21,7,13,11,0,8,8,11,6,7,4,4,7,1,2,5,7,5,13,4,11,3,510968.610178,img_0112.png,img_0112_Front.png
30,3.6,3,2,2.47,2.47,0.69,0,0,0,1,0,0,20,16,20,13,15,4,9,4,2,2,4,2,6,7,7,2,4,2,15,8,14,11,16,8,122401.979449,img_0113.png,img_0113_Front.png
30,3.3,3,16,2.90,1.19,0.46,0,1,0,0,0,0,11,5,16,11,11,5,7,8,4,9,5,5,3,1,7,7,5,1,15,11,3,5,10,8,313727.925517,img_0114.png,img_0114_Front.png
30,3.1,5,10,2.29,1.68,0.81,1,0,0,1,0,1,8,17,15,4,14,2,0,8,1,0,10,13,2,5,8,5,0,7,12,15,4,5,4,6,664806.4942,img_0115.png,img_0115_Front.png
30,3.0,1,20,1.31,1.66,0.48,0,0,0,0,0,0,9,5,16,25,24,13,7,12,8,5,13,2,4,2,3,2,6,0,4,8,14,7,16,15,2093.462238,img_0116.png,img_0116_Front.png
30,2.6,4,18,2.70,0.82,0.8,0,0,0,0,0,0,18,18,9,6,16,16,5,4,10,1,12,4,7,6,4,6,7,1,3,19,10,13,0,14,1490.292525,img_0117.png,img_0117_Front.png
30,1.5,1,17,2.91,1.75,0.01,0,1,0,0,1,1,20,13,21,3,15,3,0,12,7,12,13,13,3,8,7,1,2,5,7,5,13,4,11,3,1.22e+6,img_0118.png,img_0118_Front.png
30,2.6,5,18,1.90,1.64,0.44,0,0,0,0,1,1,1,11,18,9,4,7,11,1,10,0,12,6,5,3,7,0,5,6,13,1,9,7,10,4,355977.760541,img_0119.png,img_0119_Front.png
30,1.7,2,21,3.36,1.37,0.73,0,0,0,0,0,1,16,22,20,24,13,14,4,7,7,6,2,7,2,6,7,3,1,5,16,1,3,6,11,6,241334.375848,img_0120.png,img_0120_Front.png
30,4.3,2,9,3.46,1.10,0.76,1,0,1,0,1,1,18,8,14,17,6,18,10,7,11,10,6,1,7,6,2,3,6,8,13,14,6,3,13,6,699207.707437,img_0121.png,img_0121_Front.png
30,4.5,4,19,3.14,1.82,0.44,0,0,0,0,0,0,11,21,0,16,22,4,1,4,12,1,1,0,3,4,1,0,2,6,14,11,1,2,14,16,2197.936455,img_0122.png,img_0122_Front.png
30,0.7,2,14,3.17,1.81,0.37,1,0,1,0,0,1,7,9,11,8,14,13,3,8,8,3,2,4,1,2,2,1,1,2,5,8,6,9,16,13,892633.658608,img_0123.png,img_0123_Front.png
30,0.2,2,16,0.46,2.46,0.63,0,0,0,1,0,1,0,23,2,23,8,5,8,0,6,8,8,9,3,2,5,0,6,0,4,7,9,5,11,7,628161.423723,img_0124.png,img_0124_Front.png
30,0.9,4,26,0.76,1.64,0.85,1,1,0,0,0,0,11,9,20,8,19,19,5,8,6,3,6,9,6,6,1,1,2,2,6,11,10,16,4,12,6.3625e+6,img_0125.png,img_0125_Front.png
30,3.8,1,3,2.59,2.14,0.5,1,0,1,0,1,1,20,8,8,9,15,15,11,3,11,6,4,2,4,4,1,4,5,8,9,8,5,10,8,14,964800.615057,img_0126.png,img_0126_Front.png
30,1.1,5,22,3.07,1.40,0.99,0,1,1,1,0,0,24,22,1,0,20,7,10,12,7,2,8,1,7,0,5,6,8,6,6,19,11,13,0,10,2.7402e+6,img_0127.png,img_0127_Front.png
30,2.8,5,22,1.10,1.95,0.22,0,0,0,0,0,1,19,20,1,2,8,1,7,5,5,2,6,4,5,0,6,4,1,3,6,5,18,14,17,15,237537.152662,img_0128.png,img_0128_Front.png
30,3.5,3,19,2.73,0.59,0.72,0,0,0,0,0,0,4,9,11,6,6,16,12,2,8,7,9,6,4,2,7,4,0,5,12,6,11,8,13,2,6537.219686,img_0129.png,img_0129_Front.png
30,4.1,4,19,3.89,1.67,0.88,0,1,0,0,1,0,5,6,11,5,2,11,2,8,11,6,9,4,6,4,7,5,5,1,14,18,14,5,1,18,2.6403e+6,img_0130.png,img_0130_Front.png
30,2.6,2,18,2.44,1.89,0.79,0,0,0,0,0,0,20,21,11,22,18,20,10,6,9,8,2,7,2,3,5,5,3,5,17,5,3,7,11,6,2060.707608,img_0131.png,img_0131_Front.png
30,4.3,3,6,2.64,1.82,0.8,0,0,0,1,0,0,0,15,18,6,14,9,5,5,5,7,1,7,4,4,3,4,5,3,9,7,13,7,9,13,867541.828212,img_0132.png,img_0132_Front.png
30,3.7,2,27,2.91,1.75,0.01,1,0,0,0,0,1,20,13,21,0,13,8,0,8,8,11,6,7,4,4,7,1,2,5,7,5,13,4,11,3,510968.610178,img_0133.png,img_0133_Front.png
30,3.1,1,2,1.94,2.13,0.71,1,1,1,0,0,0,14,4,12,10,17,8,6,1,10,4,2,4,1,4,2,4,3,7,4,2,11,11,11,15,4.497e+6,img_0134.png,img_0134_Front.png
30,2.9,6,26,2.63,1.50,0.02,1,1,0,1,0,0,6,7,8,20,22,5,1,4,8,2,9,8,7,2,4,6,2,6,3,6,3,7,13,6,1.5587e+6,img_0135.png,img_0135_Front.png
30,3.9,5,8,1.83,1.61,0.12,0,1,1,0,1,1,18,0,0,6,4,2,0,11,2,8,12,7,8,5,3,0,1,5,14,13,7,6,17,18,734035.909465,img_0136.png,img_0136_Front.png
30,0.6,5,5,1.30,2.31,0.16,1,1,0,0,0,0,22,9,6,0,15,20,3,7,5,2,1,6,4,4,6,1,6,2,14,17,13,5,4,19,3.9414e+6,img_0137.png,img_0137_Front.png
30,2.1,4,22,2.65,1.87,0.84,1,1,0,1,0,0,9,7,17,6,16,5,2,1,7,5,7,5,5,4,6,0,4,7,13,9,14,11,3,8,1.0062e+7,img_0138.png,img_0138_Front.png
30,1.1,5,22,2.13,0.88,0.47,0,1,1,1,0,0,6,9,21,23,20,21,4,12,7,2,8,1,7,0,5,8,2,5,11,18,6,4,1,11,2.2053e+6,img_0139.png,img_0139_Front.png
30,3.9,2,9,3.77,1.80,0.39,0,0,0,0,0,0,24,22,6,6,7,20,12,6,10,8,7,1,6,6,2,3,6,7,11,12,3,10,3,13,2225.4964,img_0140.png,img_0140_Front.png
30,3.7,4,1,2.71,2.38,0.44,0,0,0,1,0,0,24,13,13,9,15,5,6,4,6,1,1,4,5,4,8,3,4,4,17,5,6,12,17,8,518069.790736,img_0141.png,img_0141_Front.png
30,1.4,1,29,2.15,0.68,0.08,0,0,1,0,1,1,21,2,22,3,8,15,7,3,12,10,1,1,5,1,3,2,8,8,6,14,4,11,1,9,1.1983e+6,img_0142.png,img_0142_Front.png
30,2.6,2,21,2.17,1.76,0.83,1,0,0,0,0,0,8,16,13,3,13,5,1,4,2,3,10,8,6,3,4,0,3,6,9,12,17,12,6,6,287009.396499,img_0143.png,img_0143_Front.png
30,2.4,2,8,2.67,1.83,0.97,0,1,0,0,0,0,14,13,8,1,17,20,9,4,7,1,9,0,7,4,4,5,5,7,5,17,12,13,3,3,709590.2102,img_0144.png,img_0144_Front.png
30,0.3,4,22,3.16,1.70,0.78,1,1,0,1,0,0,2,12,7,11,16,19,4,3,7,4,8,3,3,8,4,0,1,1,12,18,10,9,14,13,2.3015e+6,img_0145.png,img_0145_Front.png
30,1.0,4,2,1.83,0.95,0.28,1,0,1,0,0,0,7,13,19,9,16,6,4,2,7,6,7,7,1,4,2,3,0,3,16,9,3,12,8,17,1.7947e+6,img_0146.png,img_0146_Front.png
30,1.9,5,22,2.25,1.57,0.3,0,1,0,1,0,0,7,17,4,12,17,4,5,11,7,4,10,3,7,0,5,8,2,5,5,16,6,3,5,8,1.4901e+6,img_0147.png,img_0147_Front.png
30,4.0,1,16,3.22,0.95,0.1,1,0,0,0,1,0,8,13,8,3,10,20,0,3,11,6,7,2,7,8,7,1,0,1,14,2,12,14,17,9,1.9351e+6,img_0148.png,img_0148_Front.png
30,0.9,5,5,3.67,1.33,0.17,0,0,0,0,0,0,22,14,13,22,7,22,11,9,4,10,2,7,7,3,0,1,1,5,11,14,6,0,6,10,3290.409698,img_0149.png,img_0149_Front.png
30,1.3,1,11,0.88,1.20,0.32,0,1,0,0,1,0,17,18,18,0,20,7,3,10,5,4,8,10,2,8,5,2,1,0,8,10,3,13,6,9,2.1396e+6,img_0150.png,img_0150_Front.png
30,3.3,4,2,2.82,2.16,0.52,0,0,0,0,0,0,23,14,12,8,13,6,6,3,6,1,2,3,5,4,7,2,4,4,15,7,6,11,14,7,5771.228111,img_0151.png,img_0151_Front.png
30,3.9,1,23,2.61,1.40,0.29,1,0,0,0,0,0,12,7,12,1,12,11,2,3,8,9,6,4,4,4,7,1,1,3,8,7,11,6,12,3,211506.319509,img_0152.png,img_0152_Front.png
30,1.7,2,21,2.91,1.75,0.01,0,0,0,0,0,1,20,13,21,7,13,11,0,7,7,6,2,7,4,4,7,1,2,5,7,5,13,4,11,3,241548.239392,img_0153.png,img_0153_Front.png
30,3.4,2,25,2.81,1.77,0.16,0,0,0,0,0,0,20,14,19,10,14,12,2,7,8,10,5,6,3,3,6,1,2,5,9,5,11,4,11,3,2654.807923,img_0154.png,img_0154_Front.png
30,2.5,1,2,1.85,2.20,0.83,0,0,0,0,0,0,11,9,14,10,13,7,6,6,6,4,1,4,1,4,3,4,4,6,13,2,11,8,10,9,5094.17438,img_0155.png,img_0155_Front.png
30,1.8,4,13,3.46,1.10,0.76,0,0,0,0,0,0,18,8,14,17,6,18,10,2,5,10,6,3,6,2,4,1,4,5,13,14,6,3,13,6,1697.221398,img_0156.png,img_0156_Front.png
30,1.3,2,19,3.13,2.02,0.47,0,0,1,0,0,1,14,15,7,5,5,15,7,4,7,9,4,5,5,5,0,3,1,6,4,12,4,11,8,12,2.9606e+6,img_0157.png,img_0157_Front.png
30,2.8,1,18,1.07,1.71,0.59,0,0,0,0,0,0,10,14,11,22,23,11,7,3,7,4,10,3,2,5,4,2,6,0,5,9,13,13,8,11,1903.958502,img_0158.png,img_0158_Front.png
30,3.1,1,2,1.94,1.82,0.44,1,1,1,0,0,0,11,21,0,16,22,4,1,1,10,4,2,4,1,4,2,4,3,7,4,2,11,11,11,15,5.061e+6,img_0159.png,img_0159_Front.png
30,2.9,5,22,2.56,1.53,0.17,1,0,0,1,0,0,6,9,9,16,20,4,0,4,6,1,9,9,6,2,4,5,1,6,4,7,3,6,11,6,981172.508906,img_0160.png,img_0160_Front.png
30,2.5,2,11,2.67,1.52,0.83,0,0,0,0,0,0,16,14,8,3,16,18,6,4,8,1,10,2,7,4,4,5,5,5,3,18,10,13,0,7,1653.816843,img_0161.png,img_0161_Front.png
30,3.1,5,10,2.29,1.68,0.81,1,0,0,0,0,1,8,17,15,4,14,2,0,8,1,0,10,13,2,5,8,5,0,7,12,15,4,5,4,6,291542.846438,img_0162.png,img_0162_Front.png
30,3.2,3,17,3.07,1.21,0.39,0,0,0,0,0,0,11,5,16,10,10,5,6,7,5,9,4,4,3,0,6,7,5,1,15,10,2,7,9,8,4168.642374,img_0163.png,img_0163_Front.png
30,3.9,4,6,2.54,1.72,0.8,0,0,0,1,0,0,2,16,17,4,14,4,3,6,4,2,4,10,3,4,4,4,2,5,10,12,8,5,5,11,456382.69718,img_0164.png,img_0164_Front.png
30,2.6,4,18,0.99,1.74,0.65,0,0,0,0,0,0,13,18,2,15,23,11,7,4,10,1,12,4,1,7,6,3,7,1,6,11,12,17,0,7,1432.381831,img_0165.png,img_0165_Front.png
30,1.5,2,17,3.42,1.36,0.61,0,0,0,0,0,0,17,20,18,23,11,15,5,7,6,6,2,7,3,5,5,2,1,5,15,3,3,4,10,6,1269.868727,img_0166.png,img_0166_Front.png
30,2.3,3,10,3.6,1.52,0.68,0,0,0,0,0,0,19,12,8,13,6,19,11,3,7,8,6,2,6,3,3,1,4,6,11,12,4,5,10,7,2096.526625,img_0167.png,img_0167_Front.png
30,2.6,3,17,0.99,1.74,0.65,0,1,0,0,0,0,13,18,13,25,20,4,7,1,6,1,8,6,1,7,6,3,7,1,6,11,12,17,0,7,339745.518637,img_0168.png,img_0168_Front.png
30,4.0,3,9,2.33,1.84,0.68,0,0,0,0,0,0,3,16,14,5,12,7,5,5,5,6,2,6,4,3,3,4,4,3,8,6,14,8,10,13,3359.730095,img_0169.png,img_0169_Front.png
30,2.5,4,19,3.05,1.10,0.46,0,1,0,0,0,0,14,22,14,9,17,20,10,4,10,1,10,7,3,7,4,3,7,3,4,8,10,10,0,13,709833.047721,img_0170.png,img_0170_Front.png
30,4.1,1,19,2.28,1.64,0.44,1,0,0,0,1,0,1,11,18,9,4,7,11,1,9,8,8,4,7,5,7,1,0,2,14,8,11,11,14,3,2.3469e+6,img_0171.png,img_0171_Front.png
30,1.4,2,15,3.16,1.81,0.38,0,0,0,0,0,0,7,11,8,9,15,11,2,7,8,2,1,3,1,2,1,0,1,2,6,8,5,7,15,13,1339.995803,img_0172.png,img_0172_Front.png
30,3.5,4,17,3.22,1.50,0.58,0,0,0,0,0,0,15,11,4,16,18,8,4,2,10,7,4,1,4,3,2,0,3,5,13,12,3,2,13,13,1887.759277,img_0173.png,img_0173_Front.png
30,0.9,5,5,3.67,1.33,0.17,0,1,0,0,0,0,22,14,13,22,7,22,11,8,4,9,2,7,7,3,0,1,1,5,11,14,6,0,6,10,3.4476e+6,img_0174.png,img_0174_Front.png
30,2.9,1,19,1.58,1.49,0.54,0,0,0,0,0,0,10,7,14,21,22,13,6,10,8,4,12,2,4,2,2,2,6,0,3,10,13,8,12,14,2047.512322,img_0175.png,img_0175_Front.png
30,2.2,4,18,1.69,1.72,0.37,0,0,0,0,0,0,19,19,7,2,8,8,9,4,5,2,8,3,5,1,5,3,2,4,8,11,10,11,11,11,1597.884544,img_0176.png,img_0176_Front.png
30,1.8,5,13,3.46,1.10,0.76,0,0,0,0,0,0,18,8,14,17,6,18,10,2,4,10,6,3,6,2,4,1,4,5,13,14,6,3,13,6,1184.761563,img_0177.png,img_0177_Front.png
30,4.0,3,6,2.57,1.79,0.8,0,0,0,1,0,0,1,15,17,5,14,7,4,5,4,5,2,8,3,4,4,4,4,3,9,8,11,6,8,11,6.6548e+6,img_0178.png,img_0178_Front.png
30,2.4,3,11,3.66,1.42,0.65,0,0,0,0,0,0,19,15,8,8,6,18,10,3,6,9,6,2,6,4,2,2,5,5,12,12,5,4,7,11,2271.421564,img_0179.png,img_0179_Front.png
30,1.9,4,10,3.29,1.31,0.87,0,1,0,0,0,0,20,18,10,4,9,14,10,2,6,2,9,2,6,4,5,2,6,5,10,17,8,9,4,7,405254.031955,img_0180.png,img_0180_Front.png
30,2.4,2,17,2.64,1.73,0.78,0,0,0,0,0,0,19,18,11,21,15,19,10,5,8,8,2,6,2,2,4,4,3,5,16,6,3,6,11,6,1960.252713,img_0181.png,img_0181_Front.png
30,2.6,4,13,3.45,1.30,0.56,0,0,0,0,0,0,16,10,13,7,6,7,8,2,8,7,5,2,4,2,4,4,6,3,12,11,4,13,5,8,1607.433363,img_0182.png,img_0182_Front.png
30,1.7,2,21,3.36,1.37,0.73,0,0,0,0,0,1,20,21,11,22,18,20,10,7,7,6,2,7,2,6,7,3,1,5,16,1,3,6,11,6,241334.375848,img_0183.png,img_0183_Front.png
30,0.7,5,4,3.07,1.97,0.49,0,0,0,0,0,0,15,15,8,8,3,15,7,10,4,10,1,8,7,3,0,1,1,5,11,14,6,0,7,11,3093.276912,img_0184.png,img_0184_Front.png
30,3.8,1,24,2.72,1.25,0.57,1,0,0,0,0,0,14,6,15,2,12,12,1,6,8,9,7,6,5,4,7,1,1,3,9,6,12,5,12,3,288502.139648,img_0185.png,img_0185_Front.png
30,3.9,2,9,3.77,1.80,0.39,0,0,0,0,0,0,25,22,6,6,7,20,12,6,10,8,7,1,6,6,2,3,6,7,11,12,3,10,3,13,2225.4964,img_0186.png,img_0186_Front.png
30,1.0,5,6,3.62,1.28,0.28,0,0,0,0,0,0,21,12,13,21,6,21,10,7,4,10,2,6,6,2,0,1,1,5,11,14,6,0,7,9,2181.903464,img_0187.png,img_0187_Front.png
30,1.6,3,12,3.22,1.88,0.79,0,0,0,0,0,0,18,17,8,4,5,14,9,2,6,8,8,4,6,4,2,2,3,6,6,16,6,9,5,9,1898.742973,img_0188.png,img_0188_Front.png
30,0.7,2,14,3.17,1.81,0.37,1,0,1,0,0,1,7,9,11,8,14,20,3,8,8,3,2,4,1,2,2,1,1,2,5,8,6,9,16,13,892633.658608,img_0189.png,img_0189_Front.png
30,2.7,1,5,2.17,2.12,0.66,0,0,1,0,0,0,14,6,11,9,14,9,6,1,9,5,2,4,2,4,1,4,2,7,4,4,9,11,10,14,1.741e+6,img_0190.png,img_0190_Front.png
30,3.3,3,18,1.54,1.04,0.56,0,0,0,0,0,0,18,18,9,6,12,11,3,6,8,6,11,5,6,4,3,3,6,3,3,14,6,14,2,11,4285.837147,img_0191.png,img_0191_Front.png
30,3.1,5,22,3.76,1.30,0.14,0,0,0,1,0,0,13,5,16,9,6,15,6,3,10,10,3,2,4,0,4,7,6,2,18,8,1,16,9,10,281184.592358,img_0192.png,img_0192_Front.png
30,1.1,2,15,3.28,1.70,0.32,0,0,0,0,0,0,8,8,12,8,12,11,3,7,8,4,2,3,1,1,2,2,2,2,7,8,5,10,14,12,1646.256058,img_0193.png,img_0193_Front.png
30,3.5,3,4,2.35,1.47,0.63,0,0,0,0,0,0,1,14,18,6,15,7,4,3,5,6,2,7,2,4,2,3,2,3,13,8,9,10,7,15,1813.638414,img_0194.png,img_0194_Front.png
30,1.9,5,22,2.25,1.57,0.3,0,1,0,1,0,0,9,5,16,25,24,13,5,11,7,4,10,3,7,0,5,8,2,5,5,16,4,3,5,8,1.4901e+6,img_0195.png,img_0195_Front.png
30,3.4,2,9,3.70,1.66,0.46,0,0,0,0,0,0,22,19,7,8,6,19,11,5,9,8,6,1,6,5,2,2,5,6,11,12,3,8,5,11,1625.448918,img_0196.png,img_0196_Front.png
30,2.8,1,8,1.93,1.41,0.78,0,0,0,0,0,0,6,10,14,6,8,13,9,3,5,6,5,5,3,3,5,4,2,5,14,4,11,7,10,6,1830.708675,img_0197.png,img_0197_Front.png
30,3.8,1,3,2.59,2.14,0.5,1,0,0,0,1,1,20,8,8,9,15,15,11,3,11,6,4,2,4,4,1,4,5,8,9,8,5,10,8,14,645798.797051,img_0198.png,img_0198_Front.png
30,3.4,2,25,2.76,1.75,0.17,1,0,0,0,0,0,17,13,19,0,13,7,0,7,6,9,6,7,4,3,6,0,2,5,7,6,13,5,10,3,269977.042318,img_0199.png,img_0199_Front.png
30,1.7,4,20,3.48,1.69,0.85,0,1,0,0,0,0,3,10,8,9,9,14,2,6,8,5,8,3,5,6,5,1,3,1,12,18,11,7,8,16,919616.599607,img_0200.png,img_0200_Front.png
30,2.4,2,12,2.47,1.56,0.73,0,0,0,0,0,0,16,15,7,2,14,16,6,4,7,1,9,2,6,3,4,4,4,4,4,16,10,12,2,7,1774.847767,img_0201.png,img_0201_Front.png
30,1.2,2,16,3.36,1.43,0.48,0,0,0,0,0,0,12,10,13,15,11,13,3,7,7,4,2,5,2,2,2,2,1,3,10,6,3,8,11,9,1372.367938,img_0202.png,img_0202_Front.png
30,2.3,3,10,3.46,1.10,0.76,0,0,0,0,0,0,18,8,14,17,6,18,10,3,7,8,6,2,6,3,4,1,4,5,13,14,6,3,13,6,2190.450971,img_0203.png,img_0203_Front.png
30,3.3,1,21,2.74,1.46,0.29,0,0,0,0,0,0,11,7,12,2,12,11,2,3,8,8,5,3,3,3,6,1,1,2,7,7,9,6,12,4,2769.411997,img_0204.png,img_0204_Front.png
30,1.9,1,18,2.78,1.63,0.3,0,0,0,0,0,0,10,9,9,4,12,11,2,5,8,4,4,3,2,3,2,0,1,2,7,7,6,6,13,5,1878.766481,img_0205.png,img_0205_Front.png
30,3.4,2,9,3.70,1.50,0.58,0,0,0,0,0,0,15,11,4,16,18,8,4,5,9,8,6,1,6,5,2,2,5,6,11,12,3,8,5,11,1673.156799,img_0206.png,img_0206_Front.png
30,2.3,1,7,2.39,2.03,0.59,0,0,0,0,0,0,12,6,11,8,13,9,5,2,8,4,2,3,1,3,1,3,2,6,4,4,8,10,10,13,2110.051775,img_0207.png,img_0207_Front.png
30,3.8,3,13,2.75,1.34,0.58,0,0,0,0,0,0,6,8,14,6,10,5,5,6,5,7,3,5,3,0,4,5,4,2,13,8,6,7,9,9,4559.147356,img_0208.png,img_0208_Front.png
30,3.9,4,6,2.54,1.72,0.8,0,0,0,1,0,0,2,16,17,10,13,7,3,6,4,2,4,10,3,4,4,4,2,5,10,12,8,5,5,11,456382.69718,img_0209.png,img_0209_Front.png
30,2.5,4,18,2.63,1.22,0.49,0,0,0,0,0,0,13,21,11,10,18,18,9,4,10,1,10,6,2,7,4,3,7,2,4,8,10,11,0,11,1488.564003,img_0210.png,img_0210_Front.png
30,1.7,2,17,3.09,1.51,0.65,0,0,0,0,0,0,18,18,15,21,13,17,7,5,7,6,2,6,2,2,4,3,2,5,15,5,3,5,10,6,1292.408038,img_0211.png,img_0211_Front.png
30,1.8,5,13,3.46,1.10,0.76,0,0,0,0,0,0,18,8,14,7,6,7,10,2,5,10,6,3,6,2,4,1,4,5,13,14,6,3,13,6,1184.761563,img_0212.png,img_0212_Front.png
30,1.3,2,18,3.13,1.97,0.45,0,0,0,0,0,0,12,14,7,5,7,14,6,4,7,7,3,4,4,4,0,2,1,5,4,11,4,10,9,12,1396.512527,img_0213.png,img_0213_Front.png
30,2.5,1,9,2.28,1.45,0.79,0,0,0,0,0,0,10,11,12,5,13,15,6,3,6,3,6,3,5,3,4,4,3,5,7,12,10,10,7,6,1880.551023,img_0214.png,img_0214_Front.png
30,3.5,3,4,2.35,1.47,0.63,0,0,0,0,0,0,1,14,12,8,13,6,4,3,5,6,2,7,2,4,2,3,2,3,13,8,9,10,7,15,1813.638414,img_0215.png,img_0215_Front.png
30,0.9,5,5,3.14,1.79,0.54,0,0,0,0,0,0,15,13,9,9,3,15,7,8,4,10,2,7,6,2,0,1,1,5,11,14,6,0,8,10,2535.304633,img_0216.png,img_0216_Front.png
30,2.5,4,19,3.37,1.55,0.66,0,0,0,0,0,0,9,10,6,12,12,10,2,3,8,6,7,1,4,4,4,0,3,1,12,16,5,5,9,14,1474.701696,img_0217.png,img_0217_Front.png
30,2.6,4,13,3.45,1.30,0.56,0,0,0,0,0,0,16,10,13,7,6,7,8,3,8,7,5,2,4,2,4,4,6,3,12,11,4,13,5,8,1607.433363,img_0218.png,img_0218_Front.png
30,1.7,3,13,3.45,1.15,0.73,0,0,0,0,0,0,17,10,14,18,7,17,9,3,5,9,5,3,5,2,4,1,3,5,13,11,5,3,12,6,2036.18808,img_0219.png,img_0219_Front.png
30,1.8,3,11,3.48,1.77,0.71,0,0,0,0,0,0,18,13,8,8,5,17,9,2,6,8,7,2,6,3,2,1,3,6,7,13,5,7,8,8,2203.714783,img_0220.png,img_0220_Front.png
30,2.5,2,11,2.67,1.52,0.83,0,1,0,0,0,0,16,14,8,3,16,18,6,4,8,1,10,2,7,4,4,5,5,5,3,18,10,13,0,7,709787.395879,img_0221.png,img_0221_Front.png
30,2.2,3,11,3.62,1.35,0.67,0,0,0,0,0,0,18,13,9,9,6,18,10,2,5,9,6,2,6,3,2,1,4,5,12,12,5,3,8,10,2208.707538,img_0222.png,img_0222_Front.png
30,1.3,2,15,3.32,1.57,0.48,0,0,0,0,0,0,10,14,16,17,11,13,4,7,6,4,2,4,2,1,2,2,1,3,13,5,4,7,11,9,1362.09712,img_0223.png,img_0223_Front.png
30,1.3,2,19,3.70,1.66,0.46,0,0,1,0,0,1,22,19,7,8,6,19,11,4,7,9,4,5,5,5,0,3,1,6,11,12,3,8,5,11,3.041e+6,img_0224.png,img_0224_Front.png
30,1.8,4,13,3.46,1.10,0.76,0,0,0,0,0,0,18,8,14,17,6,18,11,2,5,10,6,3,6,2,4,1,4,5,13,14,6,3,13,6,1697.221398,img_0225.png,img_0225_Front.png
30,2.7,2,18,2.34,1.02,0.61,0,0,0,0,0,0,12,13,11,11,20,14,5,7,9,1,12,3,4,4,2,4,6,0,3,12,12,10,5,14,2058.401436,img_0226.png,img_0226_Front.png
